x,y,z,time_diff
-0.75,-1.169,9.11,24
0.301,-0.44,9.688,15
-0.326,-1.066,8.951,24
-0.543,-0.842,8.553,15
0.52,-0.638,8.986,24
-1.083,-0.833,8.336,15
0.563,-0.771,9.46,24
-0.731,-0.354,9.029,23
-0.055,-1.157,9.034,16
0.725,-1.302,8.674,23
-0.935,-1.276,8.929,16
0.742,-1.164,9.884,23
-0.874,-1.028,9.072,16
0.059,-0.685,9.462,23
0.197,-0.623,9.158,16
-0.302,-0.695,9.422,23
0.301,-0.197,10.441,16
0.132,-0.459,9.65,23
-0.34,-0.374,9.762,16
0.613,-0.076,9.865,24
-0.355,-0.895,9.246,15
0.282,-1.04,8.855,24
-0.281,-0.831,8.946,23
-0.148,-1.083,9.408,16
0.313,-0.443,9.191,23
-0.188,-0.464,9.493,16
-0.383,-0.823,9.21,23
0.673,-1.08,9.884,16
-0.909,-1.169,8.874,23
0.385,-0.79,10.112,16
-0.076,-1.121,9.386,23
-0.083,-0.804,9.803,16
0.585,-0.504,9.543,23
-0.638,-0.519,9.586,16
0.294,-0.312,9.524,23
-0.088,-0.5,9.684,16
-0.305,-0.564,8.955,23
0.263,-0.274,9.712,24
-0.164,-0.538,9.581,16
-0.45,-0.616,9.619,23
0.511,-0.473,9.684,16
-0.362,-0.488,9.448,23
0.237,-0.688,9.22,16
-0.269,-0.564,9.224,23
-0.474,-0.609,9.424,16
0.427,-0.795,9.186,23
-0.114,-1.107,8.884,16
-0.064,-0.945,8.489,23
0.404,-1.071,9.112,16
-0.776,-0.85,8.62,23
0.825,-0.714,9.736,16
-0.602,-0.964,9.348,23
0.156,-1.185,9.605,24
-0.031,-0.845,9.696,15
-0.483,-1.138,8.929,24
0.863,-0.576,9.403,15
-0.321,-1.059,9.341,24
-0.01,-0.757,9.189,16
0.416,-1.009,9.367,23
-1.033,-1.088,8.067,16
0.685,-1.052,9.21,23
-0.719,-0.854,9.036,16
-0.057,-1.142,9.41,23
0.251,-1.161,9.403,16
-0.75,-1.25,9.027,23
0.358,-0.957,9.005,16
-0.443,-1.285,8.917,23
-0.114,-0.947,8.81,24
0.101,-0.764,9.42,15
-0.264,-1.026,9.217,24
-0.064,-0.895,9.3,15
-0.155,-0.669,9.781,24
-0.419,-0.942,9.608,15
0.144,-0.631,9.581,24
-0.378,-0.902,9.436,15
-0.155,-0.728,9.239,24
-0.114,-1.002,9.3,16
-0.036,-1.288,9.141,23
0.161,-1.161,8.955,16
0.401,-1.119,9.084,23
-0.778,-0.666,9.462,16
0.53,-0.345,10.076,23
-0.733,-0.847,9.041,24
0.356,-0.652,9.569,15
0.125,-0.466,9.146,24
-0.55,-0.99,8.758,15
0.637,-0.478,9.139,24
-0.483,-0.702,9.162,15
-0.143,-0.873,8.996,24
0.582,-0.95,9.874,15
-1.19,-1.088,8.644,24
0.861,-1.026,9.608,15
-0.559,-0.659,9.239,24
-0.195,-0.947,9.793,15
0.727,-0.816,9.957,24
-1.266,-0.719,9.777,16
0.585,-0.573,9.777,23
-0.229,-0.881,9.398,23
-0.609,-0.695,9.543,16
0.823,-0.888,9.972,23
-0.888,-0.919,9.231,16
0.389,-0.876,9.167,24
0.097,-0.697,9.355,15
-0.562,-0.424,9.162,24
0.794,-0.381,9.972,15
-0.664,-0.876,9.327,24
0.194,-0.397,9.558,15
0.189,-0.614,8.924,24
-0.462,-0.488,9.455,15
0.256,-0.626,9.236,24
-0.179,-0.65,8.939,15
-0.445,-0.702,9.077,24
0.477,-0.274,9.891,23
-0.676,-0.795,8.974,16
0.339,-0.902,9.041,23
0.028,-0.914,8.977,16
-0.621,-0.588,9.236,23
0.082,-0.552,9.524,16
-0.481,-0.845,9.312,23
-0.333,-0.388,9.481,16
-0.029,-0.692,9.896,24
-0.826,-0.84,9.177,15
0.401,-0.621,9.805,24
-0.583,-0.669,9.267,15
-0.278,-1.092,9.619,24
0.675,-0.485,10.036,15
-0.988,-0.931,8.827,24
0.987,-0.547,9.786,23
-0.433,-0.581,9.072,16
-0.202,-0.478,9.167,23
0.525,0.211,9.489,16
-0.778,-0.602,9.01,23
0.356,-0.238,9.455,16
0.023,-0.476,9.753,23
-0.455,-0.771,8.922,16
0.58,-0.79,9.624,23
-0.876,-0.654,9.129,16
0.356,-0.59,9.784,23
-0.114,-0.554,9.693,16
-0.393,-0.621,9.798,24
0.456,-0.407,9.251,15
-0.707,-0.578,9.536,24
0.38,-0.531,9.153,23
-0.393,-0.564,9.698,16
-0.7,-0.712,9.484,23
-0.314,-1.102,9.21,16
-0.671,-1.109,9.529,23
-0.257,-1.057,9.196,16
-0.14,-0.897,8.86,23
-1.093,-0.354,9.184,16
-0.017,-0.278,9.86,23
-0.409,-0.812,9.593,16
-0.043,-0.612,9.579,23
0.097,-0.293,10.081,16
-0.157,0.073,9.634,23
-0.659,-0.45,9.858,16
0.273,-0.509,9.355,23
-0.978,-0.721,9.262,24
0.497,-0.757,9.812,16
-0.978,-1.054,8.858,23
-0.298,-0.433,9.791,16
0.097,-0.476,9.605,23
-1.116,-0.635,9.16,16
0.587,-0.135,9.746,23
-0.545,-0.512,9.981,16
-0.6,-0.823,9.303,23
0.756,-0.764,9.955,16
-1.254,-0.573,9.16,23
0.599,-0.581,9.948,16
-0.876,-0.178,9.884,23
-0.443,-0.366,9.65,16
0.925,-0.447,10.053,23
-1.174,-0.531,9.143,24
0.363,0.033,9.836,15
-0.914,-0.174,9.803,24
-0.171,-0.388,9.405,15
0.135,-0.864,9.096,24
-0.531,-0.178,9.129,16
0.278,-0.171,9.722,23
-0.474,-0.559,9.334,16
-0.381,-0.476,9.955,23
0.247,-0.85,9.769,16
-0.617,-0.302,9.905,23
0.135,-0.316,9.888,16
-0.102,-0.685,9.548,23
-0.143,-0.728,9.258,16
0.059,-0.792,9.315,23
-0.262,-0.443,9.769,24
-0.438,-0.712,9.531,15
0.511,-0.45,9.772,24
-0.805,-0.623,8.77,15
0.335,-0.795,9.465,24
-0.424,-0.45,9.524,15
-0.426,-0.788,9.291,24
0.506,-0.881,9.379,15
-1.528,-0.569,9.367,24
0.482,-0.433,9.688,16
-0.143,-0.978,8.729,23
-0.702,-0.738,9.348,16
0.504,-0.685,9.229,23
-0.966,-0.838,9.212,16
-0.062,-0.878,9.465,23
0.099,-0.821,9.11,24
-0.707,-0.776,8.734,15
0.316,-0.5,9.331,24
-0.793,-0.076,9.869,15
-0.467,-0.288,9.589,24
0.068,-0.171,9.662,15
-0.8,-0.888,9.253,24
-0.471,-0.59,9.47,15
0.297,-0.819,9.965,24
-1.262,-1.214,8.72,15
1.153,-0.438,9.862,24
-1.05,-1.109,9.086,15
-0.117,-0.781,9.474,24
0.099,-0.49,9.446,16
-0.988,-0.609,9.343,23
1.439,-0.678,9.391,23
-1.552,-0.409,9.346,16
0.068,-0.464,9.838,23
0.149,-0.647,9.736,16
-1.138,-0.692,8.596,24
1.063,0.021,9.677,15
-0.964,-0.205,9.674,24
0.089,-0.376,9.503,15
0.32,-0.238,9.486,24
-1.005,-0.419,8.598,15
0.708,-0.257,10.062,24
-0.888,-0.447,9.36,15
-0.024,-0.235,9.705,24
0.27,-0.428,9.077,15
-0.928,-0.307,9.231,24
0.232,-0.15,9.398,23
-0.126,-0.704,9.355,16
-0.45,-0.84,8.943,23
1.061,-0.688,9.489,16
-1.285,-0.9,8.665,23
0.782,-0.742,8.962,16
-0.381,-0.892,9.051,23
-0.524,-0.847,9.098,16
0.937,-0.681,9.396,24
-1.176,-1.121,8.632,15
0.606,-1.073,9.272,24
-0.048,-0.933,9.077,15
-0.547,-0.847,8.827,24
0.737,-0.773,9.741,15
-0.924,-0.99,8.736,24
-0.002,-0.676,9.36,23
0.132,-0.49,9.308,16
-1.059,-0.804,8.622,23
0.618,-0.623,9.741,16
-0.912,-1.2,9.177,23
0.051,-1.073,9.02,16
0.078,-0.762,8.339,23
-0.612,-0.214,9.11,16
0.323,-0.476,9.824,23
-0.388,-0.473,9.929,16
0.066,-0.147,9.608,23
0.313,-0.497,9.708,16
-0.852,-0.44,9.984,24
0.42,-0.588,9.919,15
-0.517,-0.883,9.186,24
-0.021,-0.742,9.653,23
0.68,-0.619,9.329,16
-0.888,-0.588,8.984,23
0.625,-0.378,9.717,16
-0.855,-0.293,9.358,23
0.185,-0.612,9.612,16
-0.131,-0.388,9.434,23
-0.264,-1.047,8.927,16
-0.283,-0.519,9.279,23
-0.54,-0.983,8.96,16
-0.481,-0.985,9.012,23
0.235,-0.535,9.172,16
-0.614,-0.145,9.117,23
-0.026,-0.404,9.45,16
0.001,-0.319,9.343,23
-0.386,-0.616,9.029,24
0.846,-0.578,9.286,16
-1.15,-0.623,9.067,23
0.563,-0.207,9.47,16
-0.333,-0.426,8.71,23
-0.478,-0.766,9.015,16
0.865,-0.402,9.796,23
-0.607,-0.769,9.417,16
0.463,-0.731,9.241,23
-0.026,-0.385,9.474,16
-0.752,-0.814,8.87,23
0.57,-0.414,9.915,16
-0.812,-1.066,8.615,23
-0.136,-0.421,9.491,16
-0.079,-0.471,9.258,23
-0.893,-0.74,8.886,24
0.504,-0.462,9.603,15
-0.824,-0.374,9.289,24
0.518,-0.014,10.226,15
0.254,-0.412,9.843,24
-0.271,-0.804,9.305,16
0.387,-0.671,9.41,23
-0.44,-0.623,9.424,16
0.356,-0.643,9.567,23
0.142,-0.681,9.541,16
-0.814,-0.662,8.327,23
0.815,-0.178,9.998,16
-0.467,-0.164,8.917,23
0.558,-0.842,9.762,16
-0.129,-0.619,9.505,23
-0.088,-0.538,9.37,24
0.466,-0.19,9.474,15
-0.421,-0.043,9.772,24
0.389,-0.262,9.734,15
-0.233,-0.752,9.251,24
-0.597,-0.554,9.117,15
0.406,-0.345,9.043,24
-0.093,-0.671,8.896,15
-0.336,-0.504,8.446,24
0.592,-0.531,9.448,16
-1.145,-0.457,9.165,23
0.782,-0.452,9.924,16
-0.921,-0.585,8.832,23
-0.145,-0.788,8.989,16
0.023,-0.621,9.065,23
-0.707,-0.526,8.843,24
0.694,-0.376,10.215,15
-0.909,-0.697,9.381,24
0.432,-0.714,9.946,15
0.075,-0.692,8.977,24
-0.348,-1.085,9.198,15
0.256,-0.595,8.644,24
-0.49,-1.297,9.062,15
-0.05,-1.269,8.448,24
0.016,-0.969,9.424,15
-0.831,-0.426,9.105,24
0.268,-0.519,9.396,15
-0.824,-0.316,9.519,24
-0.464,-0.262,10.16,16
0.039,-0.233,10.279,23
-1.078,-0.528,9.922,23
-0.486,0.532,9.786,16
-0.614,-0.205,9.027,23
-0.433,-1.654,8.336,16
0.004,-0.412,9.489,24
-0.333,-0.466,9.408,15
0.356,-0.59,9.677,24
-0.017,-0.595,9.577,15
0.204,-0.926,9.215,24
-0.338,-0.861,9.567,15
0.139,-0.602,9.098,24
-0.102,-0.473,9.412,15
-0.421,-0.026,9.946,24
0.489,-0.293,9.408,15
-0.909,-0.064,9.289,24
0.62,-0.264,9.617,23
-0.055,-0.638,8.805,16
-0.409,-0.897,8.81,23
0.437,-0.731,9.496,16
-0.766,-0.75,8.786,23
-0.124,-0.54,9.177,16
-0.298,-0.616,8.91,23
-0.531,-0.623,9.429,16
0.342,-0.593,9.627,24
-0.14,-0.64,9.35,15
-0.152,-0.792,9.001,24
0.013,-0.635,9.079,15
-0.821,-0.209,9.505,24
0.389,-0.264,9.489,15
-0.402,-0.897,9.336,24
0.447,-0.878,9.346,15
-0.219,-0.916,9.377,24
-0.843,-0.671,9.436,23
0.463,-0.764,9.484,16
-0.943,-0.54,9.227,23
0.385,-0.431,9.6,16
-0.286,-0.557,9.374,23
-0.412,-0.419,10.079,16
0.606,-0.826,9.3,23
-0.931,-0.69,8.872,16
0.23,-0.666,9.577,23
-0.376,-0.919,9.041,16
-0.155,-0.766,9.146,24
0.218,-0.593,9.374,15
-0.162,-1.023,8.872,24
0.258,-1.159,8.746,15
-0.243,-0.757,9.546,24
-0.033,-0.95,9.181,23
0.113,-0.94,9.658,16
-0.307,-0.745,8.977,23
0.175,-1.242,9.667,16
-0.531,-0.547,9.612,23
-0.412,-0.911,9.37,16
-0.174,-0.823,9.041,23
-0.412,-0.857,9.42,16
-0.069,-0.464,8.791,23
0.009,-0.566,9.47,16
-0.478,-0.528,9.579,23
-0.026,-0.907,9.058,16
-0.14,-1.107,9.058,23
-0.421,-0.538,9.315,16
0.411,-0.581,9.26,24
-0.797,-0.976,8.784,23
0.73,-0.854,9.836,16
-0.195,-0.992,8.698,23
-0.464,-1.13,9.308,16
0.558,-0.109,9.42,23
-0.926,-0.8,9.184,16
0.254,-0.416,9.367,23
-0.214,-0.281,9.681,16
-0.3,-1,9.222,23
0.218,-0.512,8.741,16
-1.288,-0.488,9.234,23
-0.081,-0.276,9.8,16
-0.793,-0.016,9.4,23
-0.045,-0.393,9.65,16
0.013,-0.24,9.622,23
-0.712,-0.526,8.727,24
0.225,-1.361,9.284,15
-0.295,-0.995,8.951,24
-0.221,-1.147,8.286,16
-0.357,-0.776,9.308,23
0.018,-0.333,9.724,16
-0.038,-0.538,8.56,23
-0.317,-0.321,9.798,16
0.713,-0.623,10.315,23
-0.557,-0.964,8.829,16
-0.105,-0.409,10.067,23
-0.852,-0.688,10.284,16
0.208,0.116,9.498,23
-0.005,-0.481,9.048,16
-0.571,-1.088,9.6,23
0.613,-0.935,9.612,24
-0.183,-0.876,7.927,15
0.158,-0.378,9.043,24
-0.281,-0.588,10.034,15
-0.155,-0.84,9.082,24
-0.229,-0.697,8.396,15
-0.624,-0.545,9.75,24
-0.25,-0.581,10.36,16
0.304,-0.345,9.058,23
-0.683,-0.026,8.755,16
-0.074,0.028,10.384,23
-0.447,-0.193,10.253,16
0.461,-0.29,8.325,23
-0.319,-0.635,8.705,16
-0.312,-0.359,9.991,23
0.054,-0.512,9.827,24
-0.114,-0.407,8.527,15
0.075,-0.269,9.291,24
-0.757,-0.107,10.084,15
0.113,-0.069,10.196,24
-0.457,-0.197,8.091,15
0.197,0.113,9.698,24
-0.143,-0.185,10.598,15
0.042,-0.545,9.251,24
0.12,0.04,8.829,15
-0.581,0.028,10.272,24
0.082,0.256,11.017,16
-0.088,0.347,9.001,23
0.049,-0.028,8.605,16
-0.298,-0.255,9.339,23
0.232,-0.614,10.203,23
0.368,-0.526,8.477,16
-0.207,-0.383,8.841,24
-0.702,-0.509,10.614,15
0.125,-0.523,9.853,24
-0.083,-0.714,8.141,15
-0.264,-0.014,9.46,24
-0.162,-0.583,10.588,15
0.011,-0.328,9.229,24
0.087,-0.343,8.396,15
-0.036,-0.34,9.715,24
-0.29,-0.231,10.376,15
0.263,-0.533,9.615,24
-0.652,-0.54,8.486,15
-0.098,-0.095,9.396,24
-0.09,-0.14,10.891,23
0.139,-0.464,9.546,16
-0.074,-0.454,8.26,23
-0.383,-0.159,9.017,16
0.004,-0.547,10.062,23
0.104,-0.314,8.832,16
-0.112,-0.604,8.72,24
-0.457,-0.212,10.231,15
-0.143,-0.528,10.029,24
-0.059,-0.64,8.355,15
-0.226,-0.585,8.777,24
-0.3,-0.371,9.596,15
0.035,-0.059,10.215,24
-0.407,0.063,8.955,15
0.02,-0.673,8.76,24
-0.521,-0.557,10.069,23
-0.057,-0.078,9.543,16
-0.19,-0.14,8.248,23
-0.2,-0.276,9.458,16
-0.157,-0.543,10.16,23
0.228,-0.628,9.131,16
-0.131,-0.538,8.989,23
-0.195,-0.085,10.072,16
0.004,-0.076,10.272,23
0.38,0.028,8.401,16
-0.343,-0.604,9.093,24
0.485,-0.504,10.662,15
-0.388,-0.133,9.3,24
0.158,-0.507,8.551,15
-0.921,-0.521,9.686,24
-0.055,-0.712,9.608,23
-0.181,-0.552,8.315,16
-0.364,-0.162,9.203,23
-0.202,-0.381,10.286,16
-0.007,-0.285,9.734,23
-0.212,0.099,8.891,16
0.201,-0.193,10.184,23
-0.205,-0.583,10.657,16
0.57,-0.097,8.996,23
-0.369,-0.393,8.496,16
-0.678,-0.754,10.338,23
0.161,-1.026,9.858,16
-0.531,-0.609,8.122,23
0.213,-0.514,9.267,16
-0.552,-0.781,10.169,24
-0.064,-0.04,9.062,15
0.216,-0.452,7.937,24
-0.728,-0.664,9.16,23
0.068,-0.457,10.122,16
-0.083,-0.776,7.898,23
-0.267,-0.454,9.281,16
-0.176,-0.369,10.412,23
-0.262,0.009,9.703,16
-0.136,0.059,8.724,23
-0.716,0.525,10.493,16
0.032,0.03,10.548,23
0.061,-0.473,8.422,16
-0.688,-0.997,7.972,23
-0.195,-0.802,10.488,16
-0.264,-0.961,9.277,23
-0.255,-1.023,8.21,16
-0.376,-0.697,9.91,23
-0.2,-0.533,9.712,24
0.38,-1.333,7.851,16
-0.436,-1.373,8.367,23
-0.655,-0.764,10.234,16
0.006,-0.557,9.529,23
-0.926,-0.324,8.694,16
-0.286,-0.321,9.867,23
-0.031,-0.671,10.557,16
-0.319,-0.571,8.429,23
-0.112,-0.681,8.663,16
-0.219,-0.476,9.667,23
-0.271,-0.238,9.862,16
0.404,-0.74,8.486,23
-0.826,-1.135,9.098,16
0.656,-0.231,10.614,23
-0.383,-0.866,8.084,24
0.109,-0.385,9.422,15
-0.25,-0.164,10.338,24
-0.057,-0.126,9.4,15
-0.114,0.099,8.979,24
-0.733,0.018,10.043,16
0.43,-0.307,10.75,23
-0.586,-0.319,8.743,16
-0.155,-0.176,9.217,23
0.104,-0.457,9.615,16
-0.602,-0.471,9.186,23
-0.017,-0.685,9.629,16
-0.086,-0.659,10.162,23
-0.469,-0.757,9.234,16
0.12,-0.593,9.736,23
-0.457,-0.688,9.036,24
-0.114,-0.066,9.667,15
0.028,-0.369,10.143,24
0.028,-0.628,9.512,15
0.004,-0.097,9.641,24
-0.043,0.118,9.955,15
-0.04,-0.395,8.755,24
0.492,-0.769,8.989,15
-0.507,-0.616,9.062,24
0.532,-0.907,9.365,16
-0.462,-0.95,8.846,23
0.258,-0.433,9.779,16
-0.014,-0.483,9.493,23
0.587,0.287,9.708,16
0.513,-0.633,9.655,23
-0.079,-0.916,9.01,24
0.185,-0.626,9.32,15
-1.138,-0.309,9.403,24
0.716,-0.25,9.229,15
-0.75,-0.359,9.096,24
-0.293,0.056,9.251,15
0.28,-0.819,9.765,24
-0.666,-0.369,9.389,15
-0.09,-0.485,9.955,24
-0.152,-0.692,9.658,15
-0.245,-0.831,9.293,24
-0.043,-0.807,9.779,15
-0.188,-0.376,9.719,24
-0.581,-1.254,9.331,16
0.218,-1.478,8.179,23
0.051,-0.931,8.375,23
-0.033,-0.571,9.862,16
0.328,-0.331,9.612,23
-0.376,-0.828,8.932,16
0.308,0.011,9.415,24
-0.65,-0.102,9.905,15
0.663,0.066,10.543,24
0.028,0.38,10.548,15
-0.045,0.063,10.683,24
0.627,-0.428,10.16,15
-0.812,-1.197,8.579,24
0.401,-1.04,9.341,15
-0.876,-1.123,8.934,24
0.137,-0.89,9.243,15
-0.19,-0.176,9.165,24
0.113,-0.776,8.584,23
-0.883,-0.571,9.703,16
-0.221,-0.071,10.029,23
0.416,0.28,9.436,16
-0.866,-1.083,8.97,23
-0.355,-1.054,8.979,16
-0.195,-0.476,8.915,23
0.016,-0.919,9.408,16
0.525,-0.923,9.95,24
-0.545,-0.409,10.457,15
0.865,-0.576,10.129,24
-0.352,-0.645,8.996,15
0.732,-0.726,9.353,24
0.289,-0.926,9.593,15
-0.709,-0.776,8.677,24
0.625,-0.631,9.91,23
-0.583,-0.788,8.974,16
-0.278,-0.74,8.851,23
1.023,-0.564,8.803,16
-0.733,-0.638,8.513,23
0.001,-0.462,9.846,16
0.009,-0.602,8.789,23
-0.924,-0.978,8.339,16
0.606,-1.421,9.181,23
-1.14,-1.307,9.481,16
-0.038,-1.054,8.724,23
0.251,-0.564,8.789,16
-1.769,-0.635,9.479,24
0.123,-0.757,9.746,15
-0.338,-1.388,8.698,24
-0.19,-1.219,8.672,23
0.592,-1.15,9.75,16
0.304,-0.883,9.312,23
-0.443,-0.345,9.367,16
0.12,-0.388,10.407,23
-0.217,-0.628,9.993,16
-0.512,-1.24,9.512,23
0.292,-0.4,9.574,16
-1.657,-1.073,8.527,23
0.818,-0.878,9.517,16
-0.298,-0.571,9.189,23
-0.512,-0.44,9.558,16
0.901,-0.09,10.441,23
-1.259,-0.471,8.884,16
0.899,-0.692,8.91,23
-0.3,-0.593,9.619,24
-0.943,-0.621,9.27,16
0.416,-0.259,9.66,23
-0.99,-0.802,9.039,16
0.639,-0.34,9.743,23
-0.607,-0.695,9.191,16
-0.271,-0.493,10.391,23
0.001,-0.378,9.934,16
-0.193,-0.778,10.084,23
-0.226,-0.85,9.841,16
0.02,-1.007,9.524,23
-0.536,-0.838,9.858,16
0.144,-0.569,9.524,23
0.042,-0.102,9.151,16
-0.531,-0.059,9.177,23
0.066,-0.135,9.991,24
0.099,-0.595,10.043,15
0.28,-0.39,9.35,24
-0.181,-0.519,9.929,15
0.075,-0.164,10.076,24
-0.6,-0.583,9.743,16
0.278,-0.469,9.646,23
0.192,-0.159,9.465,16
-0.586,-0.419,9.227,23
0.132,-0.483,9.888,16
-0.738,-0.176,9.741,23
0.311,-0.547,9.988,16
-0.167,-0.723,9.148,23
0.016,-0.902,8.453,16
0.139,-1.09,8.648,23
0.063,-0.926,8.62,24
-0.814,-0.931,9.181,15
0.001,-0.443,9.336,24
-0.186,-0.8,8.698,15
-0.478,-0.473,9.45,24
0.342,-0.685,9.427,15
-1.195,-1.216,9.048,24
0.368,-0.823,9.715,15
-0.45,-0.747,8.279,24
-0.238,-0.666,8.836,16
-0.295,-0.221,9.886,23
-0.169,-0.438,9.215,16
-0.055,-0.543,8.827,23
-0.112,-0.7,9.6,16
-0.478,-0.981,9.308,23
-0.497,-0.359,9.579,24
-0.455,-0.071,9.919,15
-0.288,-0.343,9.512,24
-0.088,-0.871,9.589,15
-0.193,-1.188,9.239,24
-0.431,-1.216,9.324,15
0.189,-0.809,9.103,24
-0.1,-0.692,9.322,15
-0.207,-0.985,9.148,24
-0.088,-0.257,9.812,15
-0.5,-0.131,10.393,24
0.197,-0.578,10.124,15
-0.619,-0.145,10.407,24
-0.314,0.08,10.472,16
0.266,-0.395,10.248,23
-0.424,-0.3,9.51,23
-0.159,-0.478,9.205,16
-0.381,-0.826,9.579,24
0.125,-0.233,9.612,15
-0.038,-0.304,9.429,24
-0.152,-0.39,9.774,15
-0.526,-0.988,9.85,24
0.016,-0.4,9.898,15
-0.076,-0.362,9.622,24
-0.217,-0.547,9.058,15
0.251,-0.516,10.131,24
-0.107,-1.031,8.732,15
0.447,-0.802,8.874,24
-0.593,-0.29,9.153,15
-0.462,-0.2,9.386,24
0.099,-0.285,10.122,23
0.235,-0.312,9.543,16
-0.602,-0.243,10.167,23
0.194,-0.176,10.936,16
-0.605,-0.116,9.758,23
0.001,-0.374,9.162,16
-0.124,-0.831,9.467,24
-0.764,-0.828,9.32,15
0.247,-0.321,9.9,24
-0.543,-0.669,8.682,15
0.082,-0.25,9.034,24
-0.093,-0.657,9.067,15
0.323,-0.607,9.239,24
-0.036,-0.221,9.127,15
-0.202,0.075,8.789,24
-0.531,-0.262,10.384,23
0.258,-0.312,8.872,16
0.258,-0.164,8.908,23
-0.538,-0.695,9.381,16
0.218,-0.631,10.191,23
-0.824,-0.459,9.907,16
0.423,-0.055,9.755,23
0.239,-0.14,9.853,16
-0.543,-0.833,9.041,23
0.366,-0.697,9.655,16
-0.802,-0.397,9.405,24
0.087,-0.178,9.727,15
0.018,-0.526,10.248,24
-0.752,-0.552,9.812,15
0.599,-0.857,8.81,24
-0.295,-0.795,8.855,23
-0.586,-1.042,9.484,16
0.287,-0.673,9.86,23
-0.752,-0.838,9.336,16
0.427,-0.692,9.555,23
-0.445,-0.864,10.341,16
-0.15,-0.369,9.803,23
0.485,-0.235,9.424,16
-0.033,-0.9,9.374,23
-0.369,-1.23,9.46,16
0.147,-1.238,9.291,23
-0.259,-1.142,9.098,16
-0.666,-0.881,9.341,23
0.592,-0.781,10.16,16
-0.995,-0.583,8.917,24
0.125,-0.331,9.498,15
0.13,-0.155,9.66,24
-0.769,-0.485,9.096,23
0.804,-0.374,9.331,16
-0.669,-0.762,8.874,23
-0.109,-0.847,9.719,16
0.044,-0.509,9.924,23
-0.869,-0.435,9.112,16
0.887,-0.338,10.057,23
-0.469,-0.907,9.179,16
-0.474,-0.688,9.577,23
0.863,-0.314,9.929,16
-1.012,-0.89,9.103,23
0.742,-0.664,9.915,16
-0.736,-0.7,9.305,23
