x,y,z,time_diff
-0.257,1.104,8.634,15
0.016,0.985,8.087,24
-0.317,1.208,8.962,23
-0.257,1.127,8.608,16
-0.217,1.151,8.832,16
-0.288,1.37,9.31,23
-0.155,0.894,8.791,23
-0.09,0.263,8.475,16
-1.069,0.744,8.489,23
0.368,1.099,8.51,16
-0.205,1.068,7.791,24
-0.343,0.994,8.57,15
-0.031,1.654,9.45,24
-0.112,1.437,9.927,15
-0.59,1.316,8.96,24
0.646,0.768,9.234,23
-0.778,1.282,8.52,16
0.67,1.073,9.6,23
-0.697,1.213,8.736,16
-0.162,1.408,9.46,23
0.23,1.301,9.793,16
-0.716,1.282,9.808,23
0.028,0.825,9.55,16
-1.114,1.173,9.448,23
0.078,1.335,9.543,16
-0.176,1.104,9.046,23
-0.195,1.237,9.155,24
0.082,1.327,9.827,15
-0.645,1.427,10.169,24
0.501,1.782,10.162,16
0.497,1.151,8.946,23
-0.807,1.694,9.405,16
0.88,1.173,10.586,23
-0.517,0.887,8.708,16
-0.04,1.028,9.472,23
0.258,0.635,10.429,24
-1.195,0.54,8.313,15
0.337,0.901,10.036,24
-0.85,1.008,9.196,15
-0.236,1.349,10.372,24
0.865,1.625,10.514,15
-1.064,1.613,9.824,24
1.13,1.444,9.903,15
0.301,0.794,8.843,24
-0.302,0.625,8.758,15
1.287,0.302,9.324,24
-0.888,0.121,8.275,23
-0.057,0.911,9.51,16
0.182,0.92,9.089,23
-0.619,1.301,8.572,16
0.654,1.147,9.122,23
-0.84,1.227,9.446,16
-0.571,0.723,10.288,23
0.187,0.551,9.341,16
-1.135,0.751,9.76,24
-0.067,0.361,9.815,15
-0.957,0.966,9.627,24
-0.876,1.047,8.603,23
0.416,0.559,9.036,16
-1.15,1.292,8.972,23
1.125,0.994,10.193,16
-0.514,1.039,10.629,23
-0.847,0.93,9.767,16
0.52,0.978,9.841,23
-1.433,1.032,7.898,16
1.256,0.67,9.234,23
-0.6,1.411,9.458,24
-0.033,1.313,10.331,15
0.17,0.789,10.01,24
-0.588,0.604,8.689,15
0.092,0.425,8.689,24
-0.131,0.523,8.81,15
-0.221,0.799,10.072,24
-0.678,1.087,9.186,16
-0.133,0.575,9.229,23
-0.459,0.809,9.424,16
0.132,0.649,10.341,23
-1.152,0.425,9.941,23
0.644,0.763,10.607,16
-0.597,0.751,9.141,24
0.025,0.704,8.658,15
-0.09,0.601,9.462,24
-0.74,0.754,9.3,15
-0.007,0.651,9.22,24
-0.355,0.713,9.748,15
-0.193,0.525,9.629,24
-0.107,0.166,8.734,15
-0.39,0.835,8.815,24
0.361,0.623,9.734,23
-0.859,0.392,9.151,16
-0.002,0.454,9.236,23
-0.121,0.368,9.441,16
-0.602,0.594,9.01,23
-0.188,0.706,9.567,16
-0.067,0.194,9.479,23
-0.169,0.361,8.087,16
0.389,0.378,9.443,23
-0.747,0.64,9.558,24
-0.059,0.725,10.341,16
0.587,0.29,10.155,23
-0.95,0.585,8.627,16
0.689,1.028,10.131,23
-0.769,0.616,9.324,16
-0.707,-0.036,9.151,23
0.537,0.585,9.772,16
-1.823,0.613,9.31,23
0.349,0.099,9.831,16
-0.85,-0.328,9.8,23
0.254,0.647,10.043,24
0.061,0.628,9.658,15
-1.128,0.349,8.832,24
0.059,0.24,9.348,15
-0.724,0.925,8.722,24
-0.809,0.156,8.277,15
-0.305,0.073,10.096,24
-0.195,0.873,9.12,15
0.316,0.187,9.324,24
-0.619,-0.2,9.931,16
0.268,0.623,10.467,23
0.485,0.478,9.45,23
-0.547,-0.012,9.608,16
0.406,0.806,11.593,23
-0.324,0.73,9.981,16
-0.326,-0.283,10.531,24
0.456,0.268,9.953,15
-0.788,0.854,9.662,24
0.235,-0.147,10.415,15
0.294,0.232,10.226,24
-0.464,0,8.951,15
0.206,-0.371,9.029,24
-0.079,0.678,10.288,23
-0.262,-0.147,9.036,16
0.025,-0.719,8.42,23
-0.607,0.232,9.608,16
-0.321,0.259,9.279,23
-0.281,0.009,9.598,16
-0.207,0.442,9.717,23
0.268,-0.738,8.874,16
-1.271,-0.164,10.138,23
-0.088,0.501,10.069,24
-0.736,-0.652,8.953,15
-0.602,0.199,9.872,24
0.035,0.247,10.26,16
-0.538,-0.633,8.603,23
0.149,0.213,10.029,16
0.268,0.309,8.313,23
0.011,-0.85,7.884,16
0.004,0.601,9.746,23
0.575,0.535,8.808,16
-0.638,0.263,8.92,23
-0.357,0.528,10.388,24
0.059,0.678,9.743,15
-1.119,0.194,8.817,24
-0.298,0.147,9.755,15
0.018,0.459,10.067,24
-1.135,0.354,9.086,15
-0.438,0.232,8.248,24
-0.067,0.232,9.291,15
-1.071,-0.288,9.462,24
0.242,-0.228,10.212,15
-1.814,-0.169,8.817,24
0.201,0.166,10.107,23
-1.104,0.34,9.215,16
-0.74,0.437,10.707,23
0.035,0.501,9.824,16
0.304,0.544,8.736,23
-0.888,0.113,8.277,16
0.92,-0.005,9.412,24
-0.19,0.466,9.35,15
-0.557,0.497,9.719,24
0.561,0.273,10.938,15
-0.845,0.592,8.617,24
0.385,0.549,9.608,23
0.111,0.29,10.255,16
-0.538,0.775,9.619,23
0.456,0.085,10.722,16
-1.038,-0.1,8.817,23
0.089,-0.195,9.146,16
-0.138,0.547,8.793,23
-0.835,-0.166,9.631,16
0.815,-0.326,8.101,23
-0.64,0.528,8.784,16
0.544,0.801,9.838,23
0.542,-0.04,9.505,24
-0.712,0.094,9.479,15
0.858,-0.15,9.184,24
-0.84,0.349,8.905,16
-0.726,0.67,9.907,23
0.749,0.187,10.281,16
-2.116,0.578,7.877,23
0.251,0.199,10.486,16
-1.169,0.949,9.389,23
-0.714,0.847,9.303,24
0.439,0.728,10.212,15
-1.304,0.454,9.408,24
0.456,-0.178,8.977,15
-1.416,0.732,10.231,24
0.863,0.39,9.693,15
-1.126,0.349,8.563,24
-1.164,0.742,11.798,15
-0.619,0.216,8.394,24
0.266,0.599,10.405,23
-1.733,0.013,8.087,16
1.334,0.637,11.426,23
-1.021,0.663,8.598,16
1.52,0.037,10.003,23
-1.035,1.12,9.836,16
1.068,0.461,9.693,23
0.304,0.675,9.446,16
-0.638,0.835,10.724,23
-1.29,0.535,10.284,16
0.608,0.556,10.617,24
-1.985,1.101,8.882,23
0.551,0.511,9.829,16
0.316,-0.29,11.007,23
-0.933,0.692,8.879,16
0.775,0.061,9.608,23
-0.85,0.294,8.403,16
0.501,0.451,9.558,23
-0.995,1.094,9.198,16
0.392,0.309,8.641,23
-0.224,0.211,6.542,16
-1.121,0.828,8.851,23
-0.195,0.14,8.496,24
-0.666,0.268,6.892,15
-1.383,-0.454,7.898,24
-0.778,-0.045,9.608,15
-0.743,0.892,8.905,24
0.832,0.537,8.884,15
-1.133,0.637,6.599,24
0.968,0.535,8.332,16
-1.185,0.173,8.77,23
0.47,-0.297,8.97,16
0.63,0.037,8.734,23
0.323,1.097,11.352,23
1.163,0.294,12.145,16
-0.305,0.059,9.108,24
0.247,-0.478,11.012,15
-0.098,0.323,11.831,24
-1.166,0.371,10.419,15
0.687,0.68,10.514,24
-1.185,0.925,8.908,15
-0.49,0.654,9.643,24
-0.355,0.342,9.248,23
-0.859,0.175,8.179,16
0.239,0.304,8.465,23
-0.471,-0.357,9.303,16
-1.307,-0.352,8.908,23
0.732,-0.445,9.146,16
-1.652,-0.381,8.52,23
-0.029,-0.616,9.662,16
0.063,-0.343,9.577,23
-1.681,-0.335,9.131,16
1.832,-0.554,8.186,23
-1.238,-0.124,8.475,24
-0.152,-0.371,7.327,16
1.553,-0.25,8.408,23
-0.852,-0.059,7.57,16
0.539,0.166,9.458,23
-0.662,-0.074,8.534,16
-0.369,0.147,8.534,23
-0.733,0.582,10.334,16
-0.643,0.597,11.06,23
-0.324,0.34,9.317,16
-0.509,0.04,10.134,23
-0.274,-0.312,10.641,24
-0.876,0.035,9.917,15
0.082,-0.09,9.384,24
0.109,-0.573,8.993,15
-1.393,-0.678,10.51,24
-1.126,-0.447,10.181,15
0.768,-0.35,9.153,24
-1.116,0.052,9.203,15
-0.283,-0.114,10.003,24
-0.052,-0.94,9.972,16
-0.593,-0.657,7.341,23
0.727,0.216,10.181,23
-0.857,0.311,11.207,16
-0.445,0.185,10.857,23
-0.278,0.223,9.824,16
-0.683,-0.29,9.048,24
-0.095,-0.523,9.886,15
-0.412,-0.416,10.586,24
-0.25,0.021,9.584,15
0.161,-0.593,10.179,24
-0.457,-0.612,9.796,23
-1.185,-1.297,8.465,16
0.297,-1.223,9.519,23
-1.209,-0.676,10.443,16
-0.628,-0.907,9.688,23
-0.164,-0.431,9.096,16
-1.007,0.175,10.895,23
1.751,-1.273,11.431,16
-1.607,-1.33,8.793,23
1.173,0.049,9.662,16
0.068,0.285,7.779,23
-2.645,0.773,6.884,24
-1.016,-2.804,10.429,15
-3.068,-0.685,11.157,24
-0.131,0.613,3.735,16
0.796,-1.768,6.599,23
-0.328,-3.137,11.571,16
-1.735,0.93,5.599,23
1.772,-0.452,7.23,16
-1.785,-0.623,11.617,23
-1.176,-0.097,8.941,24
2.079,-0.735,10.562,15
-1.454,0.047,8.115,24
1.618,-0.866,10.781,15
-1.402,-0.945,10.119,24
-0.84,-0.716,8.808,15
1.008,-1.257,9.281,24
-2.723,-0.628,8.901,15
0.746,-0.959,13.235,24
-0.819,-0.812,9.931,15
-0.471,-0.412,10.812,24
-0.205,-1.687,9.705,23
-1.673,-0.671,7.708,16
2.486,0.394,8.665,23
-1.842,-2.568,9.32,16
0.418,-0.464,6.494,23
2.282,-2.073,7.939,16
-2.202,0.706,7.879,23
2.62,0.432,10.165,16
-0.281,-3.404,12.885,24
-2.845,1.732,9.308,15
2.775,0.318,9.384,24
-0.452,-2.175,7.798,23
0.408,-0.635,4.928,16
1.929,-0.431,8.677,23
-2.435,0.044,7.748,16
0.256,0.03,9.11,23
0.354,-0.281,10.157,16
-2.43,-0.623,7.434,23
1.092,-0.564,9.47,16
-0.578,-0.873,10.522,23
-0.148,-0.985,9.731,16
0.504,-0.473,9.446,23
-0.974,-0.923,9.936,24
0.244,-0.726,10.262,15
0.539,-0.231,10.729,24
-0.129,-1.53,11.25,15
0.575,-0.343,9.636,24
-1.312,-3.07,11.905,16
0.23,-2.03,6.154,23
1.22,-1.937,11.176,16
-2.759,-1.466,8.905,23
1.596,1.842,11.11,23
-1.804,-0.957,10.631,16
-2.361,0.371,5.894,24
2.134,-0.057,8.313,15
-2.33,-0.65,11.35,24
-0.514,0.778,4.166,15
1.032,-0.062,10.4,24
-0.736,-0.345,9.141,15
0.347,-0.869,8.315,24
-0.207,-0.709,8.755,15
0.282,-0.393,9.31,24
-0.186,-0.695,9.788,15
0.111,-0.664,11.112,24
-0.381,-0.719,10.096,23
0.354,-0.364,10.362,16
0.013,-0.704,10.693,23
1.192,-0.823,12.202,16
-0.628,-0.964,11.809,23
-0.602,-0.043,11.869,16
0.566,-0.614,9.986,23
-1.566,-0.861,9.386,16
0.356,-0.364,8.258,24
-0.736,-0.407,8.232,23
-0.267,-0.383,8.332,16
-0.814,-0.285,7.051,23
0.63,-0.366,7.503,16
0.708,-0.207,8.175,23
-0.714,-0.433,7.251,16
1.641,-0.781,8.244,23
-1.007,-0.588,8.734,16
-0.138,-0.69,8.724,23
1.849,-0.864,11.643,16
-0.521,0.168,8.748,23
1.715,-0.159,10.098,24
0.427,-0.585,9.681,15
-0.362,-0.535,9.134,24
1.301,-0.9,10.143,15
-0.081,-0.381,8.917,24
0.323,0.24,10.279,15
0.799,0.061,11.681,24
-0.319,-0.533,10.512,16
0.251,-0.459,11.074,23
1.239,-0.036,10.995,23
-1.338,0.44,10.136,16
0.375,0.566,8.953,23
-0.502,0.19,10.893,16
-0.809,-0.019,8.353,24
0.387,-0.281,7.51,15
-1.285,0.099,6.106,24
1.463,0.416,8.634,15
-0.686,0.63,9.427,24
0.58,-0.221,7.28,15
0.187,-0.538,9.534,24
-1.562,0.202,7.23,23
1.556,0.252,9.867,16
-0.436,0.961,8.793,23
-0.481,0.563,8.741,16
0.497,-0.078,9.472,23
-0.709,0.778,8.698,16
0.42,1.135,10.162,23
0.154,0.58,9.498,16
-0.459,0.899,9.662,23
-0.243,1.085,10.603,16
-0.045,0.53,9.627,23
-0.017,0.67,9.865,16
-0.507,0.887,9.415,24
0.175,0.497,10.626,23
-0.75,0.925,10.795,16
0.38,1.039,9.417,23
1.087,0.152,9.408,16
-0.143,0.24,9.322,23
0.532,1.22,10.098,16
2.225,0.171,9.003,23
-2.361,0.154,8.608,16
1.096,1.758,11.762,23
-0.89,0.968,8.129,24
-1.212,0.237,6.623,15
0.218,0.606,9.855,24
-1.369,0.385,8.705,15
-0.278,0.828,8.713,24
1.075,-0.178,9.001,15
-1.559,0.287,8.027,24
0.616,0.344,9.424,15
-0.152,0.156,9.984,24
-1.243,-0.2,7.494,23
1.525,-0.162,10.888,16
-1.378,0.297,9.236,23
-0.219,-0.121,11.117,16
0.482,-0.002,10.405,23
-0.398,-0.676,7.615,16
0.237,-0.126,8.782,24
0.473,0.128,10.138,15
-1.066,0.494,10.948,24
0.582,-0.652,7.451,15
0.244,-0.193,9.317,24
-1.378,0.471,9.032,23
-0.159,0.216,8.991,16
0.032,0.461,8.924,23
-0.383,0.004,7.699,16
0.977,1.304,10.138,23
-0.795,0.73,7.777,16
1.444,0.109,10.703,23
-1.402,-0.1,7.629,16
-0.262,0.523,7.303,23
1.615,-0.569,6.858,16
-2.535,-0.369,7.353,23
0.199,-0.345,9.074,24
-0.469,0.218,11.762,15
-1.966,0.735,9.76,24
0.908,0.259,9.824,16
-2.164,-0.34,9.584,23
-1.754,-0.116,9.767,16
-0.388,0.159,8.863,23
-0.807,-0.89,8.929,16
-1.885,-1.757,9.867,23
0.116,-1.397,10.595,24
-0.593,-0.75,9.403,15
0.444,-1.528,9.617,24
0.192,-1.142,8.658,15
-0.236,-0.602,8.915,24
0.78,-0.459,8.139,15
0.101,-1.002,7.746,24
-1.219,-0.516,8.767,15
0.347,-0.919,7.258,24
0.449,-0.969,8.498,15
-1.619,-0.288,8.234,24
-0.426,-0.978,9.524,23
-0.367,-0.616,9.808,16
-1.174,0.237,8.691,23
-0.664,-0.2,9.541,16
-1.126,-0.364,10.514,23
-0.809,-1.007,10.748,16
0.118,-1.007,8.774,23
-0.052,-1.111,8.417,16
-0.255,-1.571,7.972,24
-0.752,-0.726,9.629,15
0.166,-0.807,10.419,24
-0.974,-0.557,9.96,23
-0.362,0.57,12.526,16
-0.657,0.363,11.54,23
-0.883,-0.838,10.105,16
0.354,-0.914,8.422,23
-0.374,-1.39,8.927,16
-0.562,-0.664,9.746,23
0.206,-1.047,9.136,16
-1.109,-1.14,8.027,23
0.596,-0.383,9.074,24
0.804,-0.488,8.239,15
-0.355,-0.326,8.52,24
0.739,-0.081,9.146,15
0.066,-0.645,10.362,24
-0.79,-0.662,9.082,15
0.139,-1.066,9.008,24
-1.335,-0.79,8.601,16
-0.414,-0.576,10.441,23
-0.467,0.037,10.786,23
-0.421,-0.333,10.162,16
0.182,-0.385,9.548,23
-0.264,-0.462,8.713,16
-0.597,-0.538,9.479,24
-0.426,-1.414,9.131,15
-0.609,-1.664,8.708,24
0.318,-0.804,9.569,15
-0.678,0.013,10.593,24
-0.088,-0.433,10.293,15
-0.414,-0.45,9.279,24
-0.709,-0.464,9.76,15
-0.562,-1.292,10.455,24
-0.233,-1.438,8.915,23
-0.152,-1.811,8.477,16
-0.286,-1.392,9.265,23
0.028,-1.219,9.593,16
-0.524,-0.797,9.039,23
-1.012,-0.952,10.348,39
0.518,-1.045,10.322,16
-0.666,-1.309,9.246,23
0.151,-0.814,9.674,16
-0.15,-1.197,9.793,24
-0.15,-0.878,8.808,23
0.994,-1.233,8.408,16
-0.426,-1.092,8.727,23
0.416,-0.728,10.143,16
-0.059,-0.947,11.052,23
-0.816,-1.147,10.138,16
-0.4,-1.837,9.684,23
-0.583,-0.869,10.286,16
-0.75,-1.114,9.931,23
-1.295,-1.373,9.929,16
-0.193,-1.228,9.4,23
-0.555,-0.99,9.472,24
-0.636,-1.192,10.165,15
-0.083,-1.404,10.353,24
-0.645,-0.902,10.084,15
0.425,-1.559,9.874,24
-0.574,-1.583,9.691,15
-0.017,-1.833,10.393,24
-0.393,-1.352,10.514,16
-0.362,-1.454,9.262,23
0.632,-1.79,10.007,23
-1.357,-1.933,8.727,16
0.58,-1.795,8.955,23
-0.519,-2.437,8.065,16
-0.835,-2.061,8.891,24
-0.102,-1.78,9.262,15
-1.4,-1.126,9.472,24
-0.255,-1.768,9.841,15
-0.409,-1.409,9.215,24
-0.576,-1.747,7.441,15
0.197,-1.68,8.384,24
-1.038,-1.718,8.974,23
-0.828,-2.075,9.246,16
-0.248,-1.692,9.762,23
-0.402,-1.84,8.832,16
-0.021,-1.928,9.558,23
-0.217,-1.642,9.484,16
-1.597,-1.911,8.703,23
-0.119,-1.466,9.208,16
-0.307,-1.578,8.186,23
-0.94,-1.823,9.058,16
0.02,-1.821,9.134,23
-1.095,-1.685,8.889,24
0.158,-1.383,9.534,16
-0.359,-1.549,9.915,23
-0.198,-0.747,10.945,16
0.658,-1.497,10.748,23
-0.019,-1.823,9.339,16
-0.09,-1.842,9.358,23
-0.086,-1.54,9.153,16
-0.5,-2.04,9.686,23
-0.633,-1.83,9.705,24
-0.114,-2.004,8.617,15
-0.069,-2.106,8.739,24
-1.209,-1.145,9.408,15
-0.169,-1.304,10.267,24
-1.238,-1.895,9.641,15
-1.076,-2.254,9.569,24
-0.314,-1.707,9.608,15
-0.702,-2.045,9.201,24
-0.124,-1.561,10.174,15
-0.398,-1.816,8.953,24
-0.676,-1.847,8.339,23
-0.517,-1.461,8.665,16
-0.874,-1.269,8.858,23
-0.705,-1.747,9.036,16
-0.064,-1.518,9.003,23
-0.478,-1.588,8.722,16
-0.659,-1.176,9.855,24
-0.057,-1.266,10.367,15
-0.605,-1.787,9.729,24
0.494,-1.833,9.191,15
-0.852,-2.102,9.61,24
-0.257,-1.497,10.917,23
0.368,-1.892,10.486,16
0.009,-1.333,9.222,23
-0.44,-1.721,9.788,16
-0.709,-2.016,11.086,23
0.168,-1.911,10.193,16
-0.488,-1.868,8.555,23
-0.759,-1.671,9.574,16
0.016,-1.171,11.576,23
-0.719,-1.897,9.42,24
0.225,-1.645,8.777,15
-0.305,-1.716,9.251,24
0.411,-1.709,9.753,15
-0.105,-2.13,8.541,24
-0.24,-2.104,8.82,16
-0.074,-2.114,9.774,23
0.056,-1.302,10.05,16
-0.007,-1.692,9.729,23
0.109,-2.016,10.75,16
-0.148,-2.04,9.86,23
-0.212,-1.904,9.129,24
0.304,-2.078,10.529,15
-0.3,-2.414,8.234,24
-0.033,-2.885,8.705,15
-0.759,-2.459,9.712,24
0.116,-2.164,8.724,15
-0.102,-2.118,8.622,24
-1.097,-1.78,10.336,15
0.43,-1.626,10.374,24
-0.855,-1.84,10.029,23
0.066,-2.199,9.677,16
0.466,-2.095,8.991,23
-0.702,-1.768,8.72,16
0.18,-1.818,10.272,23
-0.502,-1.947,8.817,16
-0.352,-2.23,9.153,23
-0.945,-2.054,9.938,16
0.099,-2.356,9.653,23
-0.802,-2.228,8.979,16
-0.167,-1.845,9.581,24
0.13,-1.914,10.076,15
-0.497,-1.909,9.848,24
0.527,-1.864,9.529,23
-0.438,-2.166,9.615,16
0.158,-2.228,10.224,23
-0.014,-2.383,9.127,16
-0.567,-2.459,8.917,23
0.42,-1.807,9.084,16
-0.578,-1.837,8.801,23
-0.207,-1.847,9.458,16
0.275,-1.84,9.679,23
-0.852,-2.083,10.079,24
0.796,-1.671,10.015,15
-0.4,-1.766,9.662,24
0.254,-2.114,9.591,15
-0.412,-2.414,9.241,24
-0.043,-2.168,9.874,15
-0.057,-2.154,8.698,24
