,ax,ay,az,gx,gy,gz,time_diff,timestamp_x,gz_raw,theta,faceBottom,faceLeft,faceRight,faceTop,isFrontFace,noseX,noseY,time,timestamp_y
274,-13218.0,1080.0,7518.0,-33.0,13.0,-2.47317073171,0.105590820312,1449015494.73,-33.0,6.17344556494,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
275,-13230.0,1188.0,7568.0,-31.0,20.0,-5.58292682927,0.107855081558,1449015494.84,-107.0,5.7390000352,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
276,-13298.0,274.0,7508.0,-34.0,22.0,-5.58292682927,0.110286951065,1449015494.95,-129.0,5.12327605719,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
277,-13324.0,864.0,7464.0,-27.0,15.0,-0.156097560976,0.105246067047,1449015495.05,-6.0,4.8212711843,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
278,-13314.0,664.0,7456.0,-29.0,10.0,-0.156097560976,0.113116979599,1449015495.17,-18.0,4.80361389968,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
279,-13262.0,1006.0,7452.0,-26.0,14.0,-2.10731707317,0.107857942581,1449015495.27,-50.0,4.68155027686,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
280,-13314.0,498.0,7368.0,-29.0,21.0,-2.10731707317,0.113310098648,1449015495.39,-84.0,4.44276997142,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
281,-13334.0,610.0,7358.0,-29.0,15.0,0.0878048780488,0.109143018723,1449015495.5,-11.0,4.33256214276,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
282,-13314.0,632.0,7446.0,-27.0,16.0,0.0878048780488,0.10499382019,1449015495.6,-14.0,4.34178111233,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
283,-13208.0,580.0,7436.0,-28.0,11.0,-0.0951219512195,0.103819131851,1449015495.71,-17.0,4.34140128624,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
284,-13330.0,554.0,7486.0,-31.0,14.0,-0.0951219512195,0.101785898209,1449015495.81,-26.0,4.331719213,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
285,-13266.0,554.0,7406.0,-27.0,13.0,0.0268292682927,0.110780000687,1449015495.92,-15.0,4.32793648127,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
286,-13282.0,532.0,7414.0,-27.0,18.0,0.392682926829,0.101315021515,1449015496.02,-9.0,4.3491879248,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
287,-13308.0,630.0,7410.0,-21.0,20.0,0.514634146341,0.102383136749,1449015496.12,15.0,4.39563490879,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
288,-13318.0,590.0,7454.0,-29.0,15.0,0.514634146341,0.105072021484,1449015496.23,-7.0,4.44970855887,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
289,-13280.0,520.0,7418.0,-29.0,11.0,0.209756097561,0.102049827576,1449015496.33,-18.0,4.48667050862,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
290,-13310.0,570.0,7406.0,-27.0,17.0,0.209756097561,0.106966018677,1449015496.44,-12.0,4.50910728327,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
291,-13278.0,532.0,7482.0,-33.0,9.0,0.209756097561,0.102985143661,1449015496.54,14.0,4.53070904511,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
292,-13246.0,928.0,7450.0,-29.0,10.0,0.148780487805,0.104840993881,1449015496.64,-13.0,4.54950371108,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
293,-13326.0,848.0,7484.0,-35.0,9.0,-1.98536585366,0.11021399498,1449015496.75,-48.0,4.44829500594,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
294,-13274.0,642.0,7340.0,-27.0,16.0,-3.38780487805,0.110255002975,1449015496.86,-94.0,4.15208552843,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
295,-13260.0,338.0,7470.0,-30.0,14.0,-3.38780487805,0.107797861099,1449015496.97,-71.0,3.78688740876,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
296,-13358.0,254.0,7386.0,-31.0,17.0,-2.53414634146,0.115853071213,1449015497.09,-57.0,3.44384929058,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
297,-13290.0,310.0,7442.0,-28.0,16.0,-2.53414634146,0.10570192337,1449015497.19,-23.0,3.17598514819,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
298,-13386.0,528.0,7366.0,-32.0,17.0,-3.4487804878,0.110944986343,1449015497.3,-72.0,2.8440972805,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
299,-13312.0,102.0,7482.0,-34.0,25.0,-4.4243902439,0.112286090851,1449015497.42,-187.0,2.40207349847,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
300,-13320.0,-554.0,7488.0,-30.0,20.0,-4.4243902439,0.107922077179,1449015497.52,-88.0,1.9245841131,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
301,-13268.0,-172.0,7344.0,-26.0,17.0,0.758536585366,0.112152814865,1449015497.64,-3.0,1.71901620975,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
302,-13418.0,-294.0,7448.0,-27.0,18.0,4.41707317073,0.102902173996,1449015497.74,59.0,1.98530695758,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
303,-13394.0,242.0,7418.0,-26.0,13.0,4.41707317073,0.103542804718,1449015497.84,57.0,2.44266310232,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
304,-13316.0,212.0,7388.0,-26.0,14.0,0.331707317073,0.114842176437,1449015497.96,-10.0,2.71534324565,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
305,-13340.0,128.0,7396.0,-27.0,13.0,0.331707317073,0.109998941422,1449015498.07,-14.0,2.75183069939,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
306,-13366.0,-54.0,7332.0,-24.0,14.0,3.86829268293,0.104932069778,1449015498.17,48.0,2.97218804592,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
307,-13370.0,94.0,7542.0,-20.0,7.0,12.2219512195,0.106755971909,1449015498.28,194.0,3.83105285895,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
308,-13308.0,1128.0,7384.0,-17.0,6.0,12.2219512195,0.103981018066,1449015498.38,185.0,5.10190378951,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
309,-13248.0,1142.0,7498.0,-24.0,15.0,3.0756097561,0.106200933456,1449015498.49,35.0,5.91421141712,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
310,-13276.0,896.0,7422.0,-26.0,15.0,0.0268292682927,0.104707956314,1449015498.59,-15.0,6.07663644203,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
311,-13234.0,918.0,7470.0,-29.0,13.0,0.0268292682927,0.104280948639,1449015498.7,-15.0,6.07943422358,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
312,-13320.0,926.0,7406.0,-28.0,14.0,0.148780487805,0.104744195938,1449015498.8,-13.0,6.08863127493,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
313,-13278.0,880.0,7516.0,-28.0,16.0,0.148780487805,0.105871915817,1449015498.91,-12.0,6.10438295021,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
314,-13360.0,914.0,7434.0,-28.0,15.0,0.148780487805,0.101980924606,1449015499.01,-13.0,6.11955572192,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
315,-13258.0,916.0,7484.0,-28.0,15.0,0.0268292682927,0.105309963226,1449015499.12,-15.0,6.1288024504,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
316,-13358.0,928.0,7442.0,-29.0,11.0,-0.156097560976,0.102797985077,1449015499.22,-18.0,6.12215819039,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
317,-13410.0,1126.0,7316.0,-42.0,4.0,-2.04634146341,0.103243112564,1449015499.32,-64.0,6.00846486033,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
318,-13350.0,518.0,7422.0,-22.0,26.0,-2.04634146341,0.100728988647,1449015499.42,-49.0,5.8023389543,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
319,-13264.0,672.0,7482.0,-27.0,13.0,0.453658536585,0.115036010742,1449015499.54,-8.0,5.71073100916,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
320,-13370.0,-116.0,7340.0,-27.0,9.0,4.72195121951,0.103945970535,1449015499.64,62.0,5.97972289876,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
321,-13200.0,348.0,7424.0,-19.0,7.0,16.6731707317,0.10936498642,1449015499.75,258.0,7.14966150958,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
322,-13136.0,1782.0,7328.0,-18.0,-8.0,20.8195121951,0.105637073517,1449015499.86,330.0,9.12997016093,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
323,-13148.0,2426.0,7496.0,-6.0,11.0,20.8195121951,0.102738857269,1449015499.96,326.0,11.2689430528,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
324,-12744.0,3192.0,7692.0,-30.0,-7.0,8.74634146341,0.109818220139,1449015500.07,128.0,12.8923777656,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
325,-13066.0,2494.0,7564.0,-27.0,15.0,0.0878048780488,0.118280887604,1449015500.19,-14.0,13.4148331008,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
326,-12986.0,2586.0,7614.0,-29.0,13.0,-0.339024390244,0.102453947067,1449015500.29,-21.0,13.4019638855,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
327,-12924.0,2732.0,7732.0,-38.0,1.0,-8.20487804878,0.100778102875,1449015500.39,-193.0,12.9714447461,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
328,-13196.0,1882.0,7456.0,-37.0,21.0,-8.20487804878,0.102051973343,1449015500.49,-150.0,12.1341207501,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
329,-13048.0,2174.0,7496.0,-27.0,13.0,-1.98536585366,0.109466075897,1449015500.6,-13.0,11.5763777439,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
330,-13058.0,2354.0,7536.0,-27.0,17.0,-1.98536585366,0.104343891144,1449015500.71,-48.0,11.3692169454,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
331,-13108.0,2752.0,7460.0,-44.0,24.0,-18.3268292683,0.10463309288,1449015500.81,-316.0,10.306553046,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
332,-13250.0,866.0,7510.0,-46.0,44.0,-19.2414634146,0.102674007416,1449015500.91,-462.0,8.37790946524,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
333,-13386.0,438.0,7516.0,-38.0,35.0,-19.2414634146,0.10281586647,1449015501.02,-331.0,6.39958173211,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
334,-13278.0,-296.0,7448.0,-36.0,25.0,-12.1073170732,0.102988004684,1449015501.12,-214.0,4.78530755625,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
335,-13374.0,96.0,7368.0,-30.0,14.0,-11.3146341463,0.104480981827,1449015501.23,-95.0,3.56173332639,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
336,-13320.0,-98.0,7490.0,-32.0,28.0,-11.3146341463,0.105518102646,1449015501.33,-201.0,2.36783459913,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
337,-13426.0,-792.0,7360.0,-42.0,28.0,-11.3146341463,0.103554964066,1449015501.43,-339.0,1.1961480667,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
338,-13460.0,-1764.0,7158.0,-27.0,22.0,-4.18048780488,0.102926969528,1449015501.54,-84.0,0.398715094241,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
339,-13318.0,-1062.0,7490.0,-15.0,22.0,0.270731707317,0.120118141174,1449015501.66,38.0,0.163898776799,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
340,-13396.0,-528.0,7258.0,-27.0,11.0,0.270731707317,0.104524850845,1449015501.76,-11.0,0.192196968125,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
341,-13418.0,76.0,7146.0,-35.0,13.0,-10.0951219512,0.104542016983,1449015501.87,-181.0,-0.321333817738,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
342,-13376.0,-1372.0,7314.0,-45.0,23.0,-10.0951219512,0.105173110962,1449015501.97,-361.0,-1.38306919889,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
343,-13286.0,-2892.0,7430.0,-27.0,26.0,-5.15609756098,0.106804847717,1449015502.08,-100.0,-2.19752128764,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
344,-13338.0,-890.0,7538.0,-25.0,11.0,3.92926829268,0.102210044861,1449015502.18,119.0,-2.26021842491,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
345,-13314.0,-1142.0,7308.0,-24.0,16.0,3.92926829268,0.102123975754,1449015502.28,49.0,-1.85894592506,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
346,-13482.0,-2554.0,7216.0,-42.0,12.0,-8.93658536585,0.10734295845,1449015502.39,-162.0,-2.12769603933,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
347,-13418.0,-2846.0,7216.0,-35.0,12.0,-8.93658536585,0.104346990585,1449015502.49,-173.0,-3.06020182836,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
348,-13150.0,-1034.0,7478.0,-22.0,15.0,8.19756097561,0.105291128159,1449015502.6,119.0,-3.09910818426,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
349,-13402.0,-1944.0,7378.0,-20.0,15.0,13.6243902439,0.102921009064,1449015502.7,208.0,-1.97613956463,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
350,-13282.0,-836.0,7440.0,-12.0,4.0,19.2341463415,0.104508876801,1449015502.81,418.0,-0.259135188707,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
351,-13376.0,-136.0,7334.0,-20.0,7.0,19.2341463415,0.102331161499,1449015502.91,300.0,1.70911734686,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
352,-13324.0,314.0,7388.0,-23.0,6.0,9.47804878049,0.102385997772,1449015503.01,140.0,3.17898071975,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
353,-13382.0,-148.0,7354.0,-26.0,9.0,9.47804878049,0.117691993713,1449015503.13,117.0,4.29447117724,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
354,-13310.0,692.0,7344.0,-12.0,-4.0,8.0756097561,0.104287862778,1449015503.23,350.0,5.2097879436,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
355,-13124.0,1520.0,7522.0,-27.0,12.0,2.16097560976,0.105247974396,1449015503.34,20.0,5.74847788084,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
356,-13282.0,906.0,7432.0,-28.0,13.0,0.209756097561,0.106897115707,1449015503.45,-16.0,5.87519007165,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
357,-13222.0,802.0,7558.0,-27.0,15.0,0.209756097561,0.101101875305,1449015503.55,-12.0,5.89639680647,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
358,-13392.0,870.0,7412.0,-26.0,14.0,0.209756097561,0.103917121887,1449015503.65,-8.0,5.91819405643,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
359,-13328.0,770.0,7478.0,-29.0,17.0,0.453658536585,0.101950883865,1449015503.75,-12.0,5.95201191059,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
360,-13306.0,626.0,7468.0,-27.0,12.0,0.209756097561,0.103993177414,1449015503.86,88.0,5.98650720846,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
361,-13280.0,990.0,7502.0,-30.0,15.0,-0.0951219512195,0.110880851746,1449015503.97,-22.0,5.99286257436,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
362,-13340.0,1072.0,7490.0,-28.0,12.0,-0.0951219512195,0.108952999115,1449015504.08,-17.0,5.98249875249,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
363,-13292.0,998.0,7386.0,-30.0,11.0,0.392682926829,0.106956958771,1449015504.18,-9.0,5.99841186099,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
364,-13304.0,976.0,7450.0,-24.0,20.0,0.392682926829,0.111183166504,1449015504.29,-8.0,6.04207159223,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
365,-13278.0,1050.0,7508.0,-27.0,14.0,-0.582926829268,0.109776973724,1449015504.4,-25.0,6.03162939229,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
366,-13382.0,72.0,7450.0,-34.0,19.0,-0.765853658537,0.107217073441,1449015504.51,-125.0,5.95932324398,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
367,-13260.0,282.0,7518.0,-31.0,12.0,-0.765853658537,0.108325958252,1449015504.62,-28.0,5.87636141254,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
368,-13256.0,734.0,7386.0,-27.0,13.0,-0.460975609756,0.110405921936,1449015504.73,-20.0,5.80863680432,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
369,-13274.0,886.0,7408.0,-28.0,13.0,-0.460975609756,0.103457927704,1449015504.83,-23.0,5.76094522302,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
370,-13252.0,1032.0,7372.0,-33.0,14.0,-5.27804878049,0.110867977142,1449015504.94,-102.0,5.44280821056,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
371,-13320.0,190.0,7510.0,-34.0,22.0,-5.27804878049,0.105911016464,1449015505.05,-170.0,4.88380469927,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
372,-13360.0,330.0,7412.0,-28.0,15.0,-0.0341463414634,0.112961053848,1449015505.16,-9.0,4.58376911966,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
373,-13336.0,306.0,7400.0,-28.0,16.0,0.148780487805,0.105828046799,1449015505.27,-16.0,4.58983487356,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
374,-13334.0,336.0,7446.0,-27.0,15.0,-0.0341463414634,0.103328943253,1449015505.37,-13.0,4.59575738616,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
375,-13302.0,290.0,7378.0,-30.0,14.0,0.0878048780488,0.11600112915,1449015505.49,-16.0,4.59886961158,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
376,-13262.0,336.0,7438.0,-27.0,17.0,-0.0341463414634,0.10711979866,1449015505.6,-14.0,4.60174355739,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
377,-13338.0,356.0,7388.0,-28.0,14.0,-0.156097560976,0.111757993698,1449015505.71,-18.0,4.59111291897,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
378,-13324.0,536.0,7444.0,-32.0,16.0,-3.57073170732,0.111981153488,1449015505.82,-74.0,4.38244559881,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
379,-13322.0,188.0,7408.0,-38.0,22.0,-10.7658536585,0.109792947769,1449015505.93,-210.0,3.59541761468,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
380,-13296.0,-232.0,7416.0,-38.0,17.0,-10.9487804878,0.103521108627,1449015506.03,-192.0,2.47145611455,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
381,-13308.0,-620.0,7318.0,-35.0,25.0,-10.9487804878,0.11291885376,1449015506.15,-195.0,1.2351323718,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
382,-13382.0,-600.0,7362.0,-34.0,23.0,-11.0707317073,0.10630106926,1449015506.25,-197.0,0.0647835263392,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
383,-13312.0,-942.0,7444.0,-43.0,19.0,-16.9853658537,0.117641925812,1449015506.37,-294.0,-1.58550314758,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
384,-13224.0,-1460.0,7402.0,-46.0,20.0,-16.9853658537,0.104300022125,1449015506.47,-332.0,-3.35707718192,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
385,-13204.0,-2480.0,7352.0,-38.0,22.0,-14.3024390244,0.105293989182,1449015506.58,-250.0,-5.00428607609,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
386,-13208.0,-2624.0,7276.0,-24.0,17.0,0.514634146341,0.107241153717,1449015506.69,-7.0,-5.74359612727,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
387,-13520.0,-2456.0,7184.0,-24.0,17.0,3.31951219512,0.116160869598,1449015506.8,73.0,-5.52090724067,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
388,-13272.0,-1934.0,7324.0,-27.0,15.0,3.31951219512,0.102988958359,1449015506.91,39.0,-5.17903413744,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
389,-13348.0,-2020.0,7348.0,-28.0,16.0,0.148780487805,0.111988067627,1449015507.02,-16.0,-4.98483043967,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
390,-13352.0,-2050.0,7332.0,-28.0,15.0,0.148780487805,0.111614942551,1449015507.13,-13.0,-4.96822431407,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
391,-13270.0,-2284.0,7312.0,-25.0,16.0,4.72195121951,0.112010002136,1449015507.24,62.0,-4.6954389796,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
392,-13362.0,-2160.0,7398.0,-17.0,5.0,20.0268292683,0.100986003876,1449015507.34,327.0,-3.44579875847,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
393,-13320.0,-920.0,7414.0,-17.0,5.0,20.0268292683,0.107320070267,1449015507.45,313.0,-1.29651803418,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
394,-13304.0,-760.0,7480.0,-20.0,4.0,17.4048780488,0.109459877014,1449015507.56,251.0,0.752117005499,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
395,-13294.0,-392.0,7522.0,-17.0,7.0,17.4048780488,0.105991125107,1449015507.67,270.0,2.59687961224,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
396,-13258.0,0.0,7418.0,-14.0,9.0,17.6487804878,0.101670980453,1449015507.77,274.0,4.37884952818,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
397,-13254.0,908.0,7380.0,-15.0,1.0,17.6487804878,0.102304935455,1449015507.87,279.0,6.18440687685,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
398,-13218.0,1076.0,7490.0,-19.0,14.0,13.2585365854,0.101969003677,1449015507.97,180.0,7.760201041,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
399,-13240.0,1446.0,7634.0,-11.0,8.0,11.9170731707,0.10285615921,1449015508.07,202.0,9.05493430364,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
400,-13190.0,1436.0,7456.0,-33.0,11.0,0.270731707317,0.105460882187,1449015508.18,-25.0,9.69760263082,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
401,-13180.0,1424.0,7572.0,-27.0,17.0,0.270731707317,0.10627412796,1449015508.29,-11.0,9.72637440693,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
402,-13114.0,1286.0,7558.0,-21.0,16.0,6.97804878049,0.109021902084,1449015508.39,99.0,10.1215123252,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
403,-13106.0,2266.0,7408.0,-14.0,2.0,6.97804878049,0.109272003174,1449015508.5,253.0,10.8840176937,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
404,-13088.0,2722.0,7490.0,-28.0,8.0,4.29512195122,0.106684923172,1449015508.61,55.0,11.4853563704,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
405,-13084.0,2120.0,7512.0,-27.0,16.0,4.11219512195,0.104316949844,1449015508.72,-3.0,11.9238692071,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
406,-13034.0,1874.0,7502.0,-20.0,21.0,4.11219512195,0.117301225662,1449015508.83,52.0,12.4062347351,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
407,-13030.0,2666.0,7526.0,-24.0,11.0,5.02682926829,0.110521793365,1449015508.94,166.0,12.9112654177,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
408,-12952.0,2978.0,7558.0,-24.0,10.0,5.02682926829,0.10583615303,1449015509.05,67.0,13.4432856894,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
409,-13058.0,2884.0,7444.0,-31.0,13.0,0.69756097561,0.103158950806,1449015509.15,-4.0,13.7385467352,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
410,-13026.0,3124.0,7478.0,-30.0,15.0,-1.13170731707,0.110923051834,1449015509.26,-34.0,13.7144683166,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
411,-12830.0,3090.0,7554.0,-31.0,22.0,-6.31463414634,0.116845846176,1449015509.38,-119.0,13.279431282,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
412,-13030.0,2558.0,7502.0,-37.0,18.0,-7.53414634146,0.104181051254,1449015509.48,-139.0,12.5580410271,-1,-1,-1,-1,0,235.305358887,119.263694763,1449015464.6,1449015464.62
